0,1,2,3,4,5,6,7,8,9,10,,,
Лютий,20.02,6,сб,"Прп. Лева, єп. Катанського","преподобного отця нашого Лева, єпископа Катанського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Лева, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Лева, єпископа Катанського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,21.02,7,нд,"Субота сиропусна, всіх преподобних отців, що в подвизі просіяли Прп. Тимотея, що в Символах Св. Євстатія, архиєп. Великої Антіохії","преподобного отця нашого Тимотея, що в Символах, святого отця нашого Євстатія, архиєпископа Великої Антіохії",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, що у подвизі просіяли, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Тимотея, що в Символах, святого отця нашого Євстатія, архиєпископа Великої Антіохії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, що у подвизі просіяли, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого Тимотея, що в Символах, святого отця нашого Євстатія, архиєпископа Великої Антіохії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,22.02,1,пн,"Неділя сиропусна, прощення Віднайдення чесних мощів свв. мчч., що в Євгенії","святих мучеників, що в Євгенії",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників, що в Євгенії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників, що в Євгенії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,23.02,2,вв,"Початок св. Великого Посту Св. сщмч. Полікарпа, єп. Смирнського","святого священномученика Полікарпа, єпископа Смирнського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Полікарпа, єпископа Смирнського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Полікарпа, єпископа Смирнського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,24.02,3,ср,"🕂 Перше і друге знайдення чесної голови св. славн. прор., предтечі і хрестителя Господнього Івана",,так,свято,,,#N/A,#N/A,#N/A,
Лютий,25.02,4,чт,"Св. Тарасія, архиєп. Царгородського","святого отця нашого Тарасія, архиєпископа Царгородського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Тарасія, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого отця нашого Тарасія, архиєпископа Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,26.02,5,пт,"Св. Порфирія, єп. Газького Блаж. Едігни","святого отця нашого Порфирія, єпископа Газького, блаженної Едігни",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Порфирія, єпископа Газького, блаженної Едігни, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого отця нашого Порфирія, єпископа Газького, блаженної Едігни, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,27.02,6,сб,Прп. й ісп. Прокопія Декаполіта,преподобного отця нашого й ісповідника Прокопія Декаполіта,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Прокопія Декаполіта, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Прокопія Декаполіта, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Лютий,28.02,7,нд,"Пам'ять великомученика Теодора Тирона Прп. й ісп. Василія, співпосника Прокопового","преподобного отця нашого й ісповідника Василія, співпосника Прокопового",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Василія, співпосника Прокопового, і святого великомученика Теодора Тирона, що його пам'ять сьогодні звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і преподобного отця нашого й ісповідника Василія, співпосника Прокопового, і святого великомученика Теодора Тирона, що його пам'ять сьогодні звершуємо, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,01.03,1,пн,"Неділя 1-ша Великого Посту, Православ'я Св. прпмц. Євдокії",святої преподобномучениці Євдокії,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святої преподобномучениці Євдокії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святої преподобномучениці Євдокії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,02.03,2,вв,"Тиждень 2-ий Великого посту Св. сщмч. Теодота (Богдана), єп. Киринейського","святого священномученика Теодота, єпископа Киринейського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого священномученика Теодота, єпископа Киринейського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святого священномученика Теодота, єпископа Киринейського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,03.03,3,ср,"Свв. мчч. Євтропія, Клеоніка й Василиска","святих мучеників Євтропія, Клеоніка й Василиска",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Євтропія, Клеоніка й Василиска, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Євтропія, Клеоніка й Василиска, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,04.03,4,чт,"Прп. Герасима, що на Йордані","преподобного отця нашого Герасима, що на Йордані",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Герасима, що на Йордані, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і преподобного отця нашого Герасима, що на Йордані, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,05.03,5,пт,Св. мч. Конона,святого мученика Конона,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Конона, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Конона, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,06.03,6,сб,"Свв. сорока двох мчч., що в Аморії","святих сорока двох мучеників, що в Аморії",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих сорока двох мучеників, що в Аморії, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і святих сорока двох мучеників, що в Аморії, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,07.03,7,нд,"Субота заупокійна Свв. сщмчч., що були єпп. в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших Блаж. сщмч. Леоніда-Леонтія Федорова","святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова",ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і святих священномучеників, що були єпископами в Херсоні: Василія, Єфрема, Капітона, Євгенія, Етерія й інших, блаженного священномученика Леоніда-Леонтія Федорова, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,08.03,1,пн,"Неділя 2-га Великого Посту Прп. й ісп. Теофілакта, єп. Нікомидійського","преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофілакта, єпископа Нікомидійського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,09.03,2,вв,"Тиждень 3-ий Великого посту 🕂 Свв. сорока мчч., замучених у Севастійському озері","святих сорока мучеників, замучених у Севастійському озері, яких сьогодні пам'ять світло звершуємо",так,свято,,,#N/A,#N/A,#N/A,
Березень,10.03,3,ср,"Св. мч. Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших","святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Кодрата і тих, що з ним: Кипріана, Ніки, Галини та інших, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,11.03,4,чт,"Св. Софронія, патр. Єрусалимського","святого отця нашого Софронія, патріарха Єрусалимського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Софронія, патріарха Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого отця нашого Софронія, патріарха Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,12.03,5,пт,"Прп. й ісп. Теофана Сигріанського Св. Григорія Двоєслова, папи Римського","преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого й ісповідника Теофана Сигріанського, святого отця нашого Григорія Двоєслова, папи Римського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,13.03,6,сб,"Перенесення мощів св. Никифора, патр. Царгородського","перенесення мощів святого отця нашого Никифора, патріарха Царгородського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого Хреста, заступництвом чесних небесних сил безтілесних, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святих славних і переможних мучеників, преподобних і богоносних отців наших, святих і праведних богоотців Йоакима й Анни, і святого, якого є храм, і перенесення мощів святого отця нашого Никифора, патріарха Царгородського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,14.03,7,нд,Субота заупокійна Прп. Венедикта,преподобного отця нашого Венедикта,ні,,,,"Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш, що живими і мертвими володіє - молитвами пречистої Cвоєї Матері, святих славних і всехвальних апостолів, преподобних і богоносних отців наших, і святого, якого є храм, і преподобного отця нашого Венедикта, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,15.03,1,пн,"Неділя 3-тя Великого Посту, Хрестопоклонна Св. мч. Агапія і з ним шести мчч.",святого мученика Агапія і з ним шести мучеників,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, заступництвом чесних небесних сил безтілесних, святих славних і всехвальних апостолів, і святого, якого є храм, і святого мученика Агапія і з ним шести мучеників, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,16.03,2,вв,Тиждень 4-ий Великого посту Свв. мчч. Савина й Папи,святих мучеників Савина й Папи,ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, чесного і славного пророка, предтечі і хрестителя Івана, святих славних і всехвальних апостолів, і святого, якого є храм, і святих мучеників Савина й Папи, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,17.03,3,ср,"Прп. Олексія, чоловіка Божого","преподобного отця нашого Олексія, чоловіка Божого",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, силою чесного і животворчого хреста, заступництвом святих славних і всехвальних апостолів, і святого, якого є храм, і преподобного отця нашого Олексія, чоловіка Божого, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
Березень,18.03,4,чт,"Св. Кирила, архиєп. Єрусалимського","святого отця нашого Кирила, архиєпископа Єрусалимського",ні,,,,"Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, святого отця нашого Івана Золотоустого, архиєпископа Константинополя, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.","Священник: Христос, істинний Бог наш - молитвами пречистої Своєї Матері, святих славних і всехвальних апостолів, святого отця нашого Миколая, архиєпископа Мир Ликійських, чудотворця, і святого, якого є храм, і святого отця нашого Кирила, архиєпископа Єрусалимського, і всіх святих - помилує і спасе нас як благий і людинолюбний.",,
